Citation ID,Citation Short Description,Full Text,Authors,Year,Title,Publication Title,Publication Type,Publisher,Volume,Issue,Pages
343,"Eguiarte, L., C. Martinez del Rio & H. Arita. 1987","Eguiarte, L., C. Martinez del Rio & H. Arita. 1987. El nectar y el polen como recursos: el papel ecologico de los visitantes a las flores de Pseudobombax ellipticum (H.B.K.) Dugand. Biotropica 19: 74-82.","Eguiarte, Martinez del Rio, Arita",1987,El nectar y el polen como recursos: el papel ecologico de los visitantes a las flores de Pseudobombax ellipticum,Biotropica,--Pub-Type-,--Publisher-,--Volume-,19,74-82
347,"Fleming, T. H. 1982","Fleming, T. H. 1982. Foraging strategies of plant-visiting bats. In Ecology of bats (T.H. Kunz, ed.), pp. 287-325. Plenum Press.",Fleming,1982,Foraging strategies of plant-visiting bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
353,"Howell, D. J. & D. Burch. 1974","Howell, D. J. & D. Burch. 1974. Food habits of some Costa Rican bats. Rev. Biol. Trop. 21: 281-294.","Howell, Burch",1974,Food habits of some Costa Rican bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,21,281-294
354,"Krömer, T., M. Kessler & S. K. Herzog. 2006","Krömer, T., M. Kessler & S. K. Herzog. 2006. Distribution and flowering ecology of bromeliads along two climatically contrasting elevational transects in the Bolivian Andes. Biotropica 38: 183-195.","Krömer, Kessler, Herzog",2006,Distribution and flowering ecology of bromeliads along two climatically contrasting elevational transects in the Bolivian Andes,Biotropica,--Pub-Type-,--Publisher-,--Volume-,38,183-195
355,"Morrison, D. W. 1980b","Morrison, D. W. 1980b. Foraging and day-roosting dynamics of canopy fruit bats in Panama. Journal of Mammalogy. 61: 20-29.",Morrison,1980,Foraging and day-roosting dynamics of canopy fruit bats in Panama,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,61,20-29
356,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989","Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989. Trophic structure of a neotropical frugivore community: is there competition between birds and bats? Oecologia 79: 403-411.","Palmeirim, Borchov, Stoleson",1989,Trophic structure of a neotropical frugivore community: is there competition between birds and bats?,Oecologia,--Pub-Type-,--Publisher-,--Volume-,79,403-411
359,"Steiner, K. E. 1983","Steiner, K. E. 1983. Pollination of Mabea occidentalis (Euphorbiaceae) in Panama. Syst. Bot. 8: 105-117.",Steiner,1983,Pollination of Mabea occidentalis (Euphorbiaceae) in Panama,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,8,105-117
360,"Thies, W., K. V. Kalko & H. U. Schnitzler. 1998","Thies, W., K. V. Kalko & H. U. Schnitzler. 1998. The roles of echolocation and olfaction in two Neotropical fruit-eating bats, Carollia perspicillata and C. castanea, feeding on Piper. Behav. Ecol. Sociobiol. 42: 397-409.","Thies, Kalko, Schnitzler",1998,"The roles of echolocation and olfaction in two Neotropical fruit-eating bats, Carollia perspicillata and C. castanea, feeding on Piper",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,42,397-409
361,"Tschapka, M., S. Dressler & O. von Helversen. 2006","Tschapka, M., S. Dressler & O. von Helversen. 2006. Bat visits to Marcgravia pittieri and notes on the inflorescence diversity within the genus Marcgravia (Marcgraviaceae). Flora 201: 383-388.","Tschapka, Dressler, von Helversen(O)",2006,Bat visits to Marcgravia pittieri and notes on the inflorescence diversity within the genus Marcgravia (Marcgraviaceae),Flora,--Pub-Type-,--Publisher-,--Volume-,201,383-388
363,"Willig, M. R., G. R. Camilo & S. J. Noble. 1993","Willig, M. R., G. R. Camilo & S. J. Noble. 1993. Dietary overlap in frugivorous and insectivorous bats from edaphic cerrado habitats of Brazil. J. Mammal. 74: 117-128.","Willig, Camilo, Noble",1993,Dietary overlap in frugivorous and insectivorous bats from edaphic cerrado habitats of Brazil,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,74,117-128
364,"Wilson, D.E. 1971","Wilson, D. E. 1971. Food habits of Micronycteris hirsuta (Chiroptera : Phyllostomatidae). Mammalia 35: 107-110.",Wilson,1971,Food habits of Micronycteris hirsuta (Chiroptera : Phyllostomatidae),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,35,107-110
